,PAYMENT_RATE,EXT_SOURCE_3,EXT_SOURCE_2,EXT_SOURCE_1,DAYS_BIRTH,DAYS_ID_PUBLISH,DAYS_ID_PUBLISH.1,DAYS_REGISTRATION,DAYS_EMPLOYED,DAYS_EMPLOYED_PERC,AMT_GOODS_PRICE,AMT_CREDIT,AMT_ANNUITY,ANNUITY_INCOME_PERC,REGION_POPULATION_RELATIVE,SK_ID_CURR
0,0.002843699704259327,0.010112505641050139,0.0037872297358978323,0.0019988716799300495,0.0008778526558188707,0.000655895936856874,0.0004629219351378177,0.0005011705251724938,0.0003276486577947374,0.000379526956171437,-0.00015629188063271456,-0.0011100845077902234,9.160398096538552e-05,0.000357471883568602,0.0004724777120585201,141616
1,-0.013889418644116181,0.0022868727701707025,-0.005499794823431665,-0.004864813406897145,-0.0013211595552829357,6.642598366537066e-05,0.0008148342006144378,-0.001442473447395711,0.00018164326231132408,0.000353294773046825,-0.0016086887509033508,-0.0006066570383088904,9.160398096538552e-05,0.00031364931074102524,-0.0004279993682068025,416732
2,0.002948433409254275,0.009232018282392049,-0.0031284503961900513,0.0024743103248171796,0.0011577942502912063,-0.0011604391015933096,-0.00026410048324836696,0.00079014722774694,0.0005708904227870961,0.0004128518847308588,0.0025505490726142836,0.0014941712170939338,6.050631749253291e-05,0.00034613317588936345,8.703928188538517e-05,260855
3,-0.0021283573437108913,0.010724772374727517,-0.007327729278767694,-0.00023674163236005262,-0.001082856366552142,-0.0018638658498263793,-0.00035615083169885146,0.0008196890577134182,0.00024503969405942897,0.00044397520943269633,-0.0007163324930022081,-0.0009617426528973268,6.050631749253291e-05,-0.00039991265874570625,-0.0008319690457953438,153237
4,-0.0020080386933131705,0.010208746676426779,0.004341893089977775,0.003027583256777844,0.0008778526558188707,0.0007494133864057379,0.0005859512481155857,0.0010941835756106881,-3.4964127880428956e-05,-7.767142577017184e-05,-0.00146757884903675,-0.0011100845077902234,6.050631749253291e-05,0.000357471883568602,0.0004724777120585201,170717
5,0.004554398041925036,-0.035876484315580055,0.004150431004771787,-0.0003745219071094023,-0.000993623841383664,4.69077755683645e-05,-0.0007542681854610469,0.001779439840807034,0.00043530957416643254,0.0003965902877905819,-0.001596076177500256,0.0005998970265951771,4.012376204703147e-05,0.0003029682273552909,0.0004432717989240354,324513
6,0.0034291958642032883,0.010731768428268593,0.003670034683215071,0.0004449880162180522,-0.0009860704050919222,0.0006555331307830245,0.00043543240629130824,-0.004757290113540931,0.00034584651941494527,0.00040355084615973876,-0.001482262275750251,-0.0009243452860446207,9.160398096538552e-05,0.000357471883568602,-6.4369473926148e-05,200771
7,-0.004287958111913983,-0.04356047449803173,0.005140910341015617,0.0013391683758444736,-0.0004776607191659659,-0.00022988625984636006,-0.0011329165178501275,-0.002707050638346028,0.00048453065946491524,0.00035901173336809575,-0.0014935126612458608,-0.0025226157221512114,7.122142551988409e-05,0.0003029682273552909,-0.00045720528134128623,319645
8,0.0030557381448067366,0.008093401153286429,0.003917983526810956,0.002277770370526478,0.0008730319513015035,0.0006710189278402824,0.00029417372453057616,0.0007618263706847725,0.00037670084470402157,0.0004715558550857457,0.001838244503569864,0.0016112255157671206,-0.001319203571197086,-0.0008826200793194381,-0.0005860114402149863,292908
9,0.004296431907359248,-0.0277838195646723,0.006357558196943646,-0.00047006084930127043,-0.0003951581199365609,0.0006076184720083287,0.0002848138577805394,0.0016003225228434568,0.00043194259673409567,0.00044082797875761746,0.0021982177893719165,0.004163859179566943,4.012376204703147e-05,0.0003073068823308885,-0.0006152173533494702,232620
